regulator_ensembl	regulator_symbol	target_ensembl	target_symbol	forward_score	reverse_score	asymmetry	direction_confidence	dominant_score
ENSG00000114374	USP9Y	ENSG00000067646	ZFY	0.0565946325659751	0.0382543988525867	0.1933623721707916	0.1933623721707916	0.0565946325659751
ENSG00000129824	RPS4Y1	ENSG00000005889	ZFX	0.031588539481163	0.056312657892704	-0.2812716908292102	0.2812716908292102	0.056312657892704
ENSG00000067048	DDX3Y	ENSG00000130741	EIF2S3	0.0179459657520055	0.0556634403765201	-0.5124002027423719	0.5124002027423719	0.0556634403765201
ENSG00000012817	KDM5D	ENSG00000005889	ZFX	0.0145448353141546	0.0552779138088226	-0.5833783259141281	0.5833783259141281	0.0552779138088226
ENSG00000154620	TMSB4Y	ENSG00000067646	ZFY	0.0401893369853496	0.0539295189082622	-0.1459875578842346	0.1459875578842346	0.0539295189082622
ENSG00000067048	DDX3Y	ENSG00000154620	TMSB4Y	0.0526916868984699	0.0478507168591022	0.0481485408981475	0.0481485408981475	0.0526916868984699
ENSG00000099715	PCDH11Y	ENSG00000067048	DDX3Y	0.0470876581966877	0.0526244044303894	-0.0555273463187056	0.0555273463187056	0.0526244044303894
ENSG00000129824	RPS4Y1	ENSG00000086712	TXLNG	0.0199861358851194	0.0486543029546737	-0.4176571064186838	0.4176571064186838	0.0486543029546737
ENSG00000198692	EIF1AY	ENSG00000130741	EIF2S3	0.0159119497984647	0.0468787588179111	-0.493175020657069	0.493175020657069	0.0468787588179111
ENSG00000012817	KDM5D	ENSG00000086712	TXLNG	0.0247597359120845	0.0445347167551517	-0.2853761027270767	0.2853761027270767	0.0445347167551517
ENSG00000012817	KDM5D	ENSG00000130741	EIF2S3	0.0240952000021934	0.0436790063977241	-0.2889566316672585	0.2889566316672585	0.0436790063977241
ENSG00000012817	KDM5D	ENSG00000215301	DDX3X	0.0119642438367009	0.0431846342980861	-0.566111070918155	0.566111070918155	0.0431846342980861
ENSG00000012817	KDM5D	ENSG00000154620	TMSB4Y	0.0418064258992672	0.0309928581118583	0.1485394799433426	0.1485394799433426	0.0418064258992672
ENSG00000165246	NLGN4Y	ENSG00000130741	EIF2S3	0.0208412408828735	0.0417169816792011	-0.3337009899103113	0.3337009899103113	0.0417169816792011
ENSG00000165246	NLGN4Y	ENSG00000086712	TXLNG	0.0096539799124002	0.0416571944952011	-0.6237084797154073	0.6237084797154073	0.0416571944952011
ENSG00000129824	RPS4Y1	ENSG00000130741	EIF2S3	0.0173566006124019	0.0411077477037906	-0.4062500955715638	0.4062500955715638	0.0411077477037906
ENSG00000160221	C21orf33	ENSG00000241945	PWP2	0.0388805717229843	0.0407464392483234	-0.023432595328588	0.023432595328588	0.0407464392483234
ENSG00000198692	EIF1AY	ENSG00000086712	TXLNG	0.0120162842795252	0.0404101349413394	-0.5415943160575876	0.5415943160575876	0.0404101349413394
ENSG00000165246	NLGN4Y	ENSG00000215301	DDX3X	0.0137640833854675	0.0395536199212074	-0.4836955633088486	0.4836955633088486	0.0395536199212074
ENSG00000114374	USP9Y	ENSG00000130741	EIF2S3	0.0111294165253639	0.0374872721731662	-0.5421565382764758	0.5421565382764758	0.0374872721731662
ENSG00000162772	ATF3	ENSG00000159388	BTG2	0.0374834798276424	0.0235396418720483	0.2285008955127939	0.2285008955127939	0.0374834798276424
ENSG00000128683	GAD1	ENSG00000171951	SCG2	0.037453357130289	0.0132004609331488	0.4787970013689299	0.4787970013689299	0.037453357130289
ENSG00000067646	ZFY	ENSG00000005889	ZFX	0.028577797114849	0.0371665880084037	-0.13063915461864	0.13063915461864	0.0371665880084037
ENSG00000283495	AC096949.1	ENSG00000270757	HSPE1-MOB4	0.0368595458567142	0.0094572333618998	0.591628195148987	0.591628195148987	0.0368595458567142
ENSG00000274611	TBC1D3	ENSG00000274419	TBC1D3D	0.036755621433258	0.0236756838858127	0.2164430749620281	0.2164430749620281	0.036755621433258
ENSG00000206172	HBA1	ENSG00000244734	HBB	0.0162672381848096	0.0367067642509937	-0.3858406978133823	0.3858406978133823	0.0367067642509937
ENSG00000067646	ZFY	ENSG00000130741	EIF2S3	0.0219927728176116	0.0366836972534656	-0.2503716467232578	0.2503716467232578	0.0366836972534656
ENSG00000129824	RPS4Y1	ENSG00000215301	DDX3X	0.0174501352012157	0.0358802825212478	-0.3455841545363232	0.3455841545363232	0.0358802825212478
ENSG00000069712	KIAA1107	ENSG00000283495	AC096949.1	0.0147491646930575	0.0348287597298622	-0.4050108041053231	0.4050108041053231	0.0348287597298622
ENSG00000005889	ZFX	ENSG00000198692	EIF1AY	0.0345577932894229	0.0266514103859663	0.1291698376809054	0.1291698376809054	0.0345577932894229
ENSG00000113070	HBEGF	ENSG00000181773	GPR3	0.0340537540614604	0.0140095110982656	0.4170387279383916	0.4170387279383916	0.0340537540614604
ENSG00000067048	DDX3Y	ENSG00000086712	TXLNG	0.0141857247799634	0.0338895805180072	-0.409853990848512	0.409853990848512	0.0338895805180072
ENSG00000204388	HSPA1B	ENSG00000204389	HSPA1A	0.0228875000029802	0.0336874313652515	-0.1908960576865117	0.1908960576865117	0.0336874313652515
ENSG00000159388	BTG2	ENSG00000170345	FOS	0.0331750400364398	0.0132254548370838	0.4299433713649774	0.4299433713649774	0.0331750400364398
ENSG00000116147	TNR	ENSG00000197410	DCHS2	0.0327580347657203	0.0288674477487802	0.0631327635602937	0.0631327635602937	0.0327580347657203
ENSG00000166160	OPN1MW2	ENSG00000268221	OPN1MW	0.0327377766370773	0.0231912434101104	0.1706901572518466	0.1706901572518466	0.0327377766370773
ENSG00000154620	TMSB4Y	ENSG00000005889	ZFX	0.0184359233826398	0.0324061773717403	-0.274777276735995	0.274777276735995	0.0324061773717403
ENSG00000169933	FRMPD4	ENSG00000116147	TNR	0.025345642119646	0.0323534160852432	-0.1214538708862647	0.1214538708862647	0.0323534160852432
ENSG00000143858	SYT2	ENSG00000104722	NEFM	0.0321279726922512	0.0243437848985195	0.1378421378346834	0.1378421378346834	0.0321279726922512
ENSG00000152256	PDK1	ENSG00000104765	BNIP3L	0.0320906676352024	0.0170517954975366	0.3060260145434329	0.3060260145434329	0.0320906676352024
ENSG00000123358	NR4A1	ENSG00000177606	JUN	0.032078418880701	0.0086511252447962	0.5751916486750889	0.5751916486750889	0.032078418880701
ENSG00000183878	UTY	ENSG00000215301	DDX3X	0.0172660332173109	0.0319926440715789	-0.2989648050758895	0.2989648050758895	0.0319926440715789
ENSG00000067646	ZFY	ENSG00000215301	DDX3X	0.0185888037085533	0.0319656990468502	-0.2646034400289398	0.2646034400289398	0.0319656990468502
ENSG00000183878	UTY	ENSG00000005889	ZFX	0.0186142735183239	0.0313555635511875	-0.2549796193028335	0.2549796193028335	0.0313555635511875
ENSG00000113070	HBEGF	ENSG00000122641	INHBA	0.0313479676842689	0.0085202138870954	0.5725807623239358	0.5725807623239358	0.0313479676842689
ENSG00000204899	MZT1	ENSG00000072401	UBE2D1	0.0309843253344297	0.005683661904186	0.6899932430135988	0.6899932430135988	0.0309843253344297
ENSG00000143858	SYT2	ENSG00000277586	NEFL	0.0306288227438926	0.0301434397697448	0.0079869163013453	0.0079869163013453	0.0306288227438926
ENSG00000104853	CLPTM1	ENSG00000162073	PAQR4	0.0011670270469039	0.0304933805018663	-0.9262784570559052	0.9262784570559052	0.0304933805018663
ENSG00000114374	USP9Y	ENSG00000005889	ZFX	0.0184501130133867	0.0304907206445932	-0.2460237542152539	0.2460237542152539	0.0304907206445932
ENSG00000067646	ZFY	ENSG00000099715	PCDH11Y	0.0302990172058343	0.0251262374222278	0.0933289313369104	0.0933289313369104	0.0302990172058343
ENSG00000114374	USP9Y	ENSG00000215301	DDX3X	0.017651243135333	0.0302514005452394	-0.2630367854781571	0.2630367854781571	0.0302514005452394
ENSG00000114374	USP9Y	ENSG00000124486	USP9X	0.0116148442029953	0.0301937703043222	-0.4443803345272489	0.4443803345272489	0.0301937703043222
ENSG00000099715	PCDH11Y	ENSG00000130741	EIF2S3	0.0201958902180194	0.0299329180270433	-0.194240161490147	0.194240161490147	0.0299329180270433
ENSG00000119547	ONECUT2	ENSG00000116147	TNR	0.0138517394661903	0.0297773145139217	-0.3650222407899541	0.3650222407899541	0.0297773145139217
ENSG00000124785	NRN1	ENSG00000277586	NEFL	0.0230761803686618	0.0294191949069499	-0.1208299684470319	0.1208299684470319	0.0294191949069499
ENSG00000125740	FOSB	ENSG00000170345	FOS	0.0293564200401306	0.0091717094182968	0.5238954214761343	0.5238954214761343	0.0293564200401306
ENSG00000112309	B3GAT2	ENSG00000197410	DCHS2	0.0291563458740711	0.0253431964665651	0.0699666317122967	0.0699666317122967	0.0291563458740711
ENSG00000197930	ERO1A	ENSG00000114023	FAM162A	0.0290996003895998	0.0252627376466989	0.0705794283584404	0.0705794283584404	0.0290996003895998
ENSG00000197410	DCHS2	ENSG00000119547	ONECUT2	0.0236879233270883	0.0290971342474222	-0.1024761773271882	0.1024761773271882	0.0290971342474222
ENSG00000125740	FOSB	ENSG00000159388	BTG2	0.0290588308125734	0.0134455561637878	0.3673332509677541	0.3673332509677541	0.0290588308125734
ENSG00000152192	POU4F1	ENSG00000122012	SV2C	0.0216243639588356	0.0290527809411287	-0.1465831786066498	0.1465831786066498	0.0290527809411287
ENSG00000197410	DCHS2	ENSG00000169933	FRMPD4	0.0262470357120037	0.0289488080888986	-0.0489488372818721	0.0489488372818721	0.0289488080888986
ENSG00000121716	PILRB	ENSG00000085514	PILRA	0.0285439621657133	0.0200777295976877	0.1741245987294964	0.1741245987294964	0.0285439621657133
ENSG00000159388	BTG2	ENSG00000120738	EGR1	0.0203309040516614	0.0284207966178655	-0.1659407252451981	0.1659407252451981	0.0284207966178655
ENSG00000112309	B3GAT2	ENSG00000119547	ONECUT2	0.0281526129692792	0.0244142077863216	0.0711172014809019	0.0711172014809019	0.0281526129692792
ENSG00000183878	UTY	ENSG00000130741	EIF2S3	0.0261374879628419	0.0281016882508993	-0.0362136821599346	0.0362136821599346	0.0281016882508993
ENSG00000099860	GADD45B	ENSG00000134107	BHLHE40	0.0280424281954765	0.027006322517991	0.0188216020170856	0.0188216020170856	0.0280424281954765
ENSG00000242574	HLA-DMB	ENSG00000204257	HLA-DMA	0.0277976132929325	0.0236350465565919	0.0809323637633738	0.0809323637633738	0.0277976132929325
ENSG00000263809	RP11-849F2.7	ENSG00000184619	KRBA2	0.027761086821556	0.018652381375432	0.1962513425471383	0.1962513425471383	0.027761086821556
ENSG00000005889	ZFX	ENSG00000130741	EIF2S3	0.0198649913072586	0.0277136284857988	-0.1649614304179652	0.1649614304179652	0.0277136284857988
ENSG00000166006	KCNC2	ENSG00000152192	POU4F1	0.0275813601911067	0.0156072909012436	0.2772503652402029	0.2772503652402029	0.0275813601911067
ENSG00000162772	ATF3	ENSG00000123975	CKS2	0.0274769999086856	0.0076477956026792	0.564535793497388	0.564535793497388	0.0274769999086856
ENSG00000128683	GAD1	ENSG00000164326	CARTPT	0.0274168271571397	0.0187028069049119	0.1889438290059834	0.1889438290059834	0.0274168271571397
ENSG00000069712	KIAA1107	ENSG00000283485	AC090094.1	0.0273119769990444	0.0223848894238472	0.099142821866703	0.099142821866703	0.0273119769990444
ENSG00000114268	PFKFB4	ENSG00000143847	PPFIA4	0.0273015704005956	0.0188628658652305	0.182796655126257	0.182796655126257	0.0273015704005956
ENSG00000005889	ZFX	ENSG00000099715	PCDH11Y	0.0272807274013757	0.02534063719213	0.0368688692168246	0.0368688692168246	0.0272807274013757
ENSG00000169933	FRMPD4	ENSG00000156920	ADGRG4	0.0201113708317279	0.0272129978984594	-0.1500627954927454	0.1500627954927454	0.0272129978984594
ENSG00000188536	HBA2	ENSG00000206172	HBA1	0.0272018145769834	0.0197313409298658	0.1591726268196099	0.1591726268196099	0.0272018145769834
ENSG00000119508	NR4A3	ENSG00000163659	TIPARP	0.0270347725600004	0.005282555706799	0.6730821518706732	0.6730821518706732	0.0270347725600004
ENSG00000159388	BTG2	ENSG00000124253	PCK1	0.0270259398967027	0.0126272970810532	0.3631139324984614	0.3631139324984614	0.0270259398967027
ENSG00000113070	HBEGF	ENSG00000179388	EGR3	0.0253802333027124	0.0269543211907148	-0.0300774106746243	0.0300774106746243	0.0269543211907148
ENSG00000249437	NAIP	ENSG00000205571	SMN2	0.0259109195321798	0.0269277337938547	-0.019243758075769	0.019243758075769	0.0269277337938547
ENSG00000133243	BTBD2	ENSG00000184281	TSSC4	0.0269080847501754	0.0019824476912617	0.8627614291490346	0.8627614291490346	0.0269080847501754
ENSG00000283472	AL109923.1	ENSG00000069712	KIAA1107	0.0230282060801982	0.0265482980757951	-0.0710032313785143	0.0710032313785143	0.0265482980757951
ENSG00000114374	USP9Y	ENSG00000086712	TXLNG	0.0198580343276262	0.0264319609850645	-0.1420161443717833	0.1420161443717833	0.0264319609850645
ENSG00000067048	DDX3Y	ENSG00000005889	ZFX	0.0073954719118773	0.0263839624822139	-0.5621316907868616	0.5621316907868616	0.0263839624822139
ENSG00000125740	FOSB	ENSG00000120738	EGR1	0.0229072794318199	0.0263688936829566	-0.0702492509514397	0.0702492509514397	0.0263688936829566
ENSG00000198692	EIF1AY	ENSG00000215301	DDX3X	0.0139291305094957	0.0263557247817516	-0.3084681372716098	0.3084681372716098	0.0263557247817516
ENSG00000129824	RPS4Y1	ENSG00000124486	USP9X	0.0110162189230322	0.0263485107570886	-0.41034130220948	0.41034130220948	0.0263485107570886
ENSG00000277586	NEFL	ENSG00000152192	POU4F1	0.0261799730360507	0.0138756716623902	0.3071802105792163	0.3071802105792163	0.0261799730360507
ENSG00000173281	PPP1R3B	ENSG00000196968	FUT11	0.0261539239436388	0.0178659558296203	0.1882778452944542	0.1882778452944542	0.0261539239436388
ENSG00000135245	HILPDA	ENSG00000148926	ADM	0.0261313635855913	0.0094234617426991	0.4699193903542542	0.4699193903542542	0.0261313635855913
ENSG00000073060	SCARB1	ENSG00000117266	CDK18	0.0107735842466354	0.0260772127658128	-0.4152862287779702	0.4152862287779702	0.0260772127658128
ENSG00000283495	AC096949.1	ENSG00000283485	AC090094.1	0.0260590203106403	0.0097888344898819	0.4538677672859634	0.4538677672859634	0.0260590203106403
ENSG00000172270	BSG	ENSG00000167671	UBXN6	0.0260038971900939	0.00041588905151	0.9685168495921164	0.9685168495921164	0.0260038971900939
ENSG00000091664	SLC17A6	ENSG00000124785	NRN1	0.025988096371293	0.0223158653825521	0.0760233913602867	0.0760233913602867	0.025988096371293
ENSG00000167972	ABCA3	ENSG00000132361	CLUH	0.0012886985205113	0.0259843822568655	-0.9054966667327796	0.9054966667327796	0.0259843822568655
ENSG00000136274	NACAD	ENSG00000166897	ELFN2	0.0259141474962234	0.0001801722828531	0.9861906894012444	0.9861906894012444	0.0259141474962234
ENSG00000138413	IDH1	ENSG00000178607	ERN1	0.0165542736649513	0.0259137339890003	-0.2203884957376311	0.2203884957376311	0.0259137339890003
ENSG00000160201	U2AF1	ENSG00000275895	U2AF1L5	0.0257374364882707	0.0224651210010051	0.0678867607372435	0.0678867607372435	0.0257374364882707
ENSG00000136942	RPL35	ENSG00000104529	EEF1D	0.0010998166399076	0.0257227979600429	-0.9179933308687456	0.9179933308687456	0.0257227979600429
ENSG00000149925	ALDOA	ENSG00000213672	NCKIPSD	0.0257024858146905	0.0055938442237675	0.6425239497912468	0.6425239497912468	0.0257024858146905
ENSG00000173281	PPP1R3B	ENSG00000197930	ERO1A	0.0256103128194808	0.0074631846509873	0.5486909324950772	0.5486909324950772	0.0256103128194808
ENSG00000100241	SBF1	ENSG00000141985	SH3GL1	0.02560605853796	0.0024341435637325	0.8263818816057131	0.8263818816057131	0.02560605853796
ENSG00000104722	NEFM	ENSG00000277586	NEFL	0.0245072860270738	0.0255488138645887	-0.0208072111041065	0.0208072111041065	0.0255488138645887
ENSG00000283495	AC096949.1	ENSG00000283472	AL109923.1	0.0255485214293003	0.0137358335778117	0.3006970039103182	0.3006970039103182	0.0255485214293003
ENSG00000159403	C1R	ENSG00000149131	SERPING1	0.009547971189022	0.0255428049713373	-0.4558130520899721	0.4558130520899721	0.0255428049713373
ENSG00000135902	CHRND	ENSG00000237412	PRSS56	0.0254663564264774	0.0119244866073131	0.3621707541219154	0.3621707541219154	0.0254663564264774
ENSG00000183378	OVCH2	ENSG00000166394	CYB5R2	0.0254077799618244	0.0244925692677497	0.0183407673129845	0.0183407673129845	0.0254077799618244
ENSG00000186010	NDUFA13	ENSG00000167815	PRDX2	0.0251670535653829	0.0016018559690564	0.8803196695453146	0.8803196695453146	0.0251670535653829
ENSG00000122012	SV2C	ENSG00000185567	AHNAK2	0.0251362714916467	0.0151108661666512	0.2490961074017997	0.2490961074017997	0.0251362714916467
ENSG00000155090	KLF10	ENSG00000185022	MAFF	0.0122253084555268	0.0250429436564445	-0.3439290676166829	0.3439290676166829	0.0250429436564445
ENSG00000104964	AES	ENSG00000172354	GNB2	0.0021272175945341	0.0250416733324527	-0.8434078446063552	0.8434078446063552	0.0250416733324527
ENSG00000100285	NEFH	ENSG00000104722	NEFM	0.0250373668968677	0.0216892790049314	0.0716526475900067	0.0716526475900067	0.0250373668968677
ENSG00000198576	ARC	ENSG00000125740	FOSB	0.0103796636685729	0.0249920263886451	-0.4131089777169782	0.4131089777169782	0.0249920263886451
ENSG00000215301	DDX3X	ENSG00000154620	TMSB4Y	0.0248970203101634	0.0211182385683059	0.0821201886912234	0.0821201886912234	0.0248970203101634
ENSG00000112309	B3GAT2	ENSG00000169933	FRMPD4	0.0219631437212228	0.0248408950865268	-0.0614851076648114	0.0614851076648114	0.0248408950865268
ENSG00000115602	IL1RL1	ENSG00000158859	ADAMTS4	0.0248231925070285	0.0082109402865171	0.5028814385360312	0.5028814385360312	0.0248231925070285
ENSG00000159388	BTG2	ENSG00000123358	NR4A1	0.0248064324259758	0.0130954002961516	0.3089832677847837	0.3089832677847837	0.0248064324259758
ENSG00000170345	FOS	ENSG00000123358	NR4A1	0.0143941473215818	0.0247758980840444	-0.2650431127839939	0.2650431127839939	0.0247758980840444
ENSG00000125740	FOSB	ENSG00000120129	DUSP1	0.0247626155614852	0.0100367814302444	0.4231634856867593	0.4231634856867593	0.0247626155614852
ENSG00000179388	EGR3	ENSG00000122877	EGR2	0.0247411224991083	0.0229801014065742	0.0369022616850248	0.0369022616850248	0.0247411224991083
ENSG00000124253	PCK1	ENSG00000116741	RGS2	0.0247401930391788	0.0085033802315592	0.4884196014338575	0.4884196014338575	0.0247401930391788
ENSG00000154620	TMSB4Y	ENSG00000086712	TXLNG	0.0113067710772156	0.0247261207550764	-0.3724194477630607	0.3724194477630607	0.0247261207550764
ENSG00000110237	ARHGEF17	ENSG00000099864	PALM	0.0100957695394754	0.0247230064123868	-0.4200962403937981	0.4200962403937981	0.0247230064123868
ENSG00000063244	U2AF2	ENSG00000130304	SLC27A1	0.0246946550905704	0.0011582338484004	0.9103981105098332	0.9103981105098332	0.0246946550905704
ENSG00000165246	NLGN4Y	ENSG00000005889	ZFX	0.0162867438048124	0.0246919933706522	-0.2051124594114424	0.2051124594114424	0.0246919933706522
ENSG00000197136	PCNX3	ENSG00000105647	PIK3R2	0.0246056392788887	0.0061901370063424	0.5979879221547638	0.5979879221547638	0.0246056392788887
ENSG00000135245	HILPDA	ENSG00000059804	SLC2A3	0.0245574954897165	0.0139326499775052	0.2760406691885178	0.2760406691885178	0.0245574954897165
ENSG00000099715	PCDH11Y	ENSG00000215301	DDX3X	0.0219683106988668	0.0245573911815881	-0.0556483917065489	0.0556483917065489	0.0245573911815881
ENSG00000106366	SERPINE1	ENSG00000163638	ADAMTS9	0.0245046149939298	0.0096774045377969	0.433772218810445	0.433772218810445	0.0245046149939298
ENSG00000112715	VEGFA	ENSG00000059804	SLC2A3	0.0068502537906169	0.0244409441947937	-0.5621609761254935	0.5621609761254935	0.0244409441947937
ENSG00000176171	BNIP3	ENSG00000162433	AK4	0.0239702221006155	0.0243593733757734	-0.0080520283961406	0.0080520283961406	0.0243593733757734
ENSG00000137460	FHDC1	ENSG00000102317	RBM3	0.017085188999772	0.0243303589522838	-0.1749384062411563	0.1749384062411563	0.0243303589522838
ENSG00000198417	MT1F	ENSG00000125144	MT1G	0.0163366012275218	0.024282056838274	-0.195610982462446	0.195610982462446	0.024282056838274
ENSG00000283485	AC090094.1	ENSG00000269897	COMMD3-BMI1	0.0242389850318431	0.0158680602908134	0.2087145705568157	0.2087145705568157	0.0242389850318431
ENSG00000122012	SV2C	ENSG00000104722	NEFM	0.0183833166956901	0.0242031309753656	-0.1366588339204048	0.1366588339204048	0.0242031309753656
ENSG00000067646	ZFY	ENSG00000124486	USP9X	0.0125529617071151	0.0241328962147235	-0.3156511844963378	0.3156511844963378	0.0241328962147235
ENSG00000198816	ZNF358	ENSG00000167671	UBXN6	0.0239838007837533	0.0016170324524864	0.8736734513285869	0.8736734513285869	0.0239838007837533
ENSG00000133243	BTBD2	ENSG00000131697	NPHP4	0.0238512121140956	7.73962092353031e-05	0.9935310730414184	0.9935310730414184	0.0238512121140956
ENSG00000155304	HSPA13	ENSG00000138071	ACTR2	0.0044212169013917	0.023850817233324	-0.6872374389003398	0.6872374389003398	0.023850817233324
ENSG00000169696	ASPSCR1	ENSG00000167770	OTUB1	0.0237449090927839	9.279117512051016e-05	0.992214754395452	0.992214754395452	0.0237449090927839
ENSG00000176171	BNIP3	ENSG00000114023	FAM162A	0.023737384006381	0.0059493593871593	0.59919083689365	0.59919083689365	0.023737384006381
ENSG00000166225	FRS2	ENSG00000139977	NAA30	0.0075473263859748	0.0237312372773885	-0.517412214482613	0.517412214482613	0.0237312372773885
